Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha,GDD_Degree_Days,RAI_Index,THI_Index,SNI_Index
AGR_Nor_2021_01243,North_Zone,UP_Western,2021,Kharif,Pulses,16.66,26.7,888.55,74.99,14.23,6.35,0.577,255.3,24.6,248.7,2022.57,1401.6,1.592,69.28,83.24
AGR_Nor_2021_01244,North_Zone,Punjab_Central,2021,Kharif,Rice,23.32,30.69,443.45,65.37,11.65,6.58,0.515,202.5,23.3,175.9,4677.96,2040.6,0.226,76.31,61.05
AGR_Nor_2023_01245,North_Zone,Rajasthan_North,2023,Kharif,Pulses,19.14,30.38,762.29,67.13,10.8,7.85,0.741,217.7,30.5,350.0,2256.94,1771.2,1.216,73.23,76.2
AGR_Nor_2022_01246,North_Zone,Rajasthan_North,2022,Kharif,Rice,20.63,29.56,846.03,67.57,10.0,5.47,0.618,146.6,33.3,254.7,5036.21,1811.4,1.491,73.77,79.45
AGR_Nor_2020_01247,North_Zone,UP_Western,2020,Kharif,Pulses,20.33,29.91,302.79,66.66,14.32,6.11,0.71,169.2,18.9,217.0,1818.33,1814.4,-0.265,73.71,66.3
AGR_Nor_2019_01248,North_Zone,Rajasthan_North,2019,Rabi,Cotton,17.1,27.75,123.31,50.73,10.42,7.7,0.744,185.3,19.5,229.1,1975.39,1491.0,-0.879,68.46,56.35
AGR_Nor_2020_01249,North_Zone,Rajasthan_North,2020,Kharif,Maize,21.23,33.69,803.44,68.53,12.87,6.67,0.249,145.7,21.6,205.3,3527.47,2095.2,1.351,77.39,55.86
AGR_Nor_2019_01250,North_Zone,Punjab_Central,2019,Rabi,Soybean,17.08,28.84,111.68,47.62,16.23,6.91,0.445,193.8,21.1,110.0,2263.6,1555.2,-0.868,68.89,47.02
AGR_Nor_2021_01251,North_Zone,UP_Western,2021,Kharif,Cotton,22.39,35.97,650.38,73.97,10.17,5.2,0.401,175.3,22.6,225.4,2960.77,2301.6,0.837,80.75,81.4
AGR_Nor_2023_01252,North_Zone,UP_Western,2023,Kharif,Pulses,19.55,33.14,89.48,42.7,15.51,5.2,0.669,197.9,24.7,247.7,1400.1,1961.4,-0.941,72.62,90.44
AGR_Nor_2020_01253,North_Zone,Punjab_Central,2020,Rabi,Rice,14.54,22.63,115.41,44.07,11.18,7.91,0.437,215.0,19.9,234.3,3981.78,1030.2,-0.856,63.16,59.32
AGR_Nor_2020_01254,North_Zone,Punjab_Central,2020,Zaid,Maize,24.23,36.03,93.45,47.5,13.42,6.45,0.94,154.7,21.3,226.4,3665.14,2415.6,-0.928,78.02,62.39
AGR_Nor_2020_01255,North_Zone,Punjab_Central,2020,Kharif,Maize,21.12,31.46,452.07,59.55,10.73,6.55,0.978,234.0,20.6,117.0,4493.64,1954.8,0.255,74.57,56.73
AGR_Nor_2021_01256,North_Zone,Rajasthan_North,2021,Kharif,Maize,20.66,31.93,523.83,58.54,12.41,7.23,0.617,197.3,18.7,160.9,4400.83,1955.4,0.434,74.46,52.13
AGR_Nor_2023_01257,North_Zone,Haryana_East,2023,Rabi,Pulses,19.4,31.24,103.99,51.05,10.07,7.82,0.694,199.1,26.1,334.4,1468.33,1838.4,-0.917,72.28,71.56
AGR_Nor_2022_01258,North_Zone,Rajasthan_North,2022,Kharif,Cotton,20.44,33.2,421.02,67.96,10.57,5.42,0.593,136.5,29.6,267.5,2671.83,2018.4,0.097,76.36,80.0
AGR_Nor_2019_01259,North_Zone,UP_Western,2019,Rabi,Soybean,16.1,28.54,123.97999999999999,59.54,10.72,7.45,0.811,238.4,21.0,210.1,2450.12,1478.4,-0.832,69.03,63.02
AGR_Nor_2018_01260,North_Zone,Haryana_East,2018,Kharif,Pulses,18.76,31.03,694.41,62.33,10.0,8.0,0.541,156.8,21.0,195.7,2298.53,1787.4,1.059,72.92,46.69
AGR_Nor_2021_01261,North_Zone,UP_Western,2021,Zaid,Soybean,23.79,30.95,93.1,52.71,10.0,7.73,0.644,139.3,9.6,110.0,2433.1,2084.4,-0.929,75.19,33.49
AGR_Nor_2022_01262,North_Zone,Haryana_East,2022,Kharif,Maize,20.59,29.42,888.41,95.0,11.79,7.06,0.522,176.8,32.3,219.4,3886.95,1800.6,1.708,76.57,60.69
AGR_Nor_2018_01263,North_Zone,UP_Western,2018,Zaid,Soybean,25.51,32.61,69.33,49.98,14.65,6.54,0.445,213.4,19.5,218.3,2434.83,2287.2,-1.005,77.03,68.99
AGR_Nor_2021_01264,North_Zone,Haryana_East,2021,Kharif,Cotton,18.49,28.77,652.005,73.99,10.0,6.75,0.609,163.0,27.6,161.6,2658.18,1635.6,0.917,72.21,52.18
AGR_Nor_2022_01265,North_Zone,Rajasthan_North,2022,Kharif,Cotton,22.08,30.28,1095.38,72.76,10.0,7.12,0.658,195.8,23.6,207.1,2879.87,1941.6,2.308,75.99,59.9
AGR_Nor_2021_01266,North_Zone,Rajasthan_North,2021,Rabi,Soybean,19.36,28.07,76.32,53.62,11.5,6.13,0.863,207.2,21.0,211.6,2417.15,1645.8,-1.033,70.42,71.75
AGR_Nor_2018_01267,North_Zone,Punjab_Central,2018,Rabi,Pulses,18.1,30.61,131.18,51.38,15.63,6.07,0.519,150.3,28.2,163.7,1069.62,1722.6,-0.804,71.05,56.38
AGR_Nor_2019_01268,North_Zone,Punjab_Central,2019,Rabi,Pulses,16.94,26.51,72.27,66.25,10.5,7.48,0.545,186.1,15.2,160.5,1260.68,1407.0,-0.998,68.7,48.37
AGR_Nor_2019_01269,North_Zone,Rajasthan_North,2019,Rabi,Wheat,16.39,26.57,105.32,61.91,11.26,7.37,0.651,149.1,22.3,268.9,3451.48,1377.6,-0.938,68.03,59.74
AGR_Nor_2021_01270,North_Zone,Haryana_East,2021,Kharif,Rice,19.54,30.97,961.48,95.0,11.95,6.88,0.303,178.1,19.7,152.7,4691.8,1830.6,1.952,77.01,50.94
AGR_Nor_2018_01271,North_Zone,Haryana_East,2018,Zaid,Cotton,23.09,32.66,51.39,56.18,11.07,6.71,0.534,108.6,29.8,221.5,1838.8,2145.0,-1.093,76.33,53.64
AGR_Nor_2019_01272,North_Zone,UP_Western,2019,Rabi,Rice,17.17,27.08,176.58,48.81,12.55,6.82,0.401,136.6,23.2,295.3,3654.4,1455.0,-0.665,67.92,66.73
AGR_Nor_2019_01273,North_Zone,UP_Western,2019,Kharif,Pulses,21.22,28.48,643.72,78.79,10.0,7.3,0.698,174.8,26.4,198.1,2090.77,1782.0,0.816,74.59,54.7
AGR_Nor_2022_01274,North_Zone,Rajasthan_North,2022,Rabi,Maize,16.45,27.49,108.25,55.15,14.05,6.83,0.614,169.4,22.4,190.2,3086.09,1436.4,-0.928,68.21,55.93
AGR_Nor_2021_01275,North_Zone,Punjab_Central,2021,Rabi,Pulses,14.74,27.05,113.42,49.92,14.33,6.66,0.529,169.2,17.9,230.2,1180.74,1307.4,-0.862,66.41,62.66
AGR_Nor_2021_01276,North_Zone,Haryana_East,2021,Kharif,Soybean,19.92,33.08,793.66,75.07,10.0,6.9,0.744,189.2,21.7,260.6,3307.8,1980.0,1.391,76.76,68.33
AGR_Nor_2023_01277,North_Zone,UP_Western,2023,Rabi,Soybean,19.24,26.64,154.95,45.95,15.28,5.89,0.676,177.5,29.5,262.8,2491.51,1552.8,-0.733,68.72,79.76
AGR_Nor_2023_01278,North_Zone,UP_Western,2023,Kharif,Soybean,20.28,32.96,682.71,65.63,12.36,7.3,0.252,186.1,24.2,168.7,2789.79,1994.4,0.939,75.78,51.92
AGR_Nor_2019_01279,North_Zone,Haryana_East,2019,Kharif,Soybean,20.06,31.1,752.52,86.66,11.87,6.6,0.454,206.4,11.1,227.9,3333.02,1869.6,1.253,76.64,67.48
AGR_Nor_2023_01280,North_Zone,Haryana_East,2023,Rabi,Wheat,18.05,31.59,100.26,52.64,10.0,6.2,0.492,159.1,21.8,205.1,3513.91,1778.4,-0.93,71.79,62.26
AGR_Nor_2022_01281,North_Zone,Haryana_East,2022,Kharif,Soybean,21.74,31.13,722.5,80.2,13.98,6.22,0.431,138.1,22.8,197.8,2803.92,1972.2,1.153,77.28,57.67
AGR_Nor_2021_01282,North_Zone,Haryana_East,2021,Kharif,Pulses,20.76,31.08,777.77,59.47,10.88,6.62,0.729,127.7,24.7,238.1,2223.74,1910.4,1.337,74.05,58.99
AGR_Nor_2023_01283,North_Zone,Punjab_Central,2023,Kharif,Cotton,22.66,33.1,461.56,55.19,14.63,6.93,0.679,185.1,10.9,162.7,3125.8,2145.6,0.286,76.2,51.76
AGR_Nor_2022_01284,North_Zone,Punjab_Central,2022,Zaid,Soybean,24.64,37.56,40.92,49.53,10.51,6.1,0.426,171.8,28.5,257.7,1891.29,2532.0,-1.102,79.6,75.08
AGR_Nor_2022_01285,North_Zone,Rajasthan_North,2022,Kharif,Rice,20.57,28.72,564.63,67.25,14.16,7.07,0.822,180.5,29.7,220.2,5075.64,1757.4,0.568,73.07,60.88
AGR_Nor_2021_01286,North_Zone,UP_Western,2021,Kharif,Soybean,18.87,28.89,411.86,80.0,10.04,5.83,0.415,190.7,23.7,176.4,2789.17,1665.6,0.081,73.17,67.03
AGR_Nor_2023_01287,North_Zone,Rajasthan_North,2023,Kharif,Wheat,21.5,32.04,450.98,58.56,11.47,6.37,0.857,183.7,21.0,244.7,4717.33,2012.4,0.195,75.12,70.55
AGR_Nor_2023_01288,North_Zone,Rajasthan_North,2023,Rabi,Rice,18.27,26.76,177.29,57.64,10.0,7.2,0.983,90.0,14.6,110.0,4154.42,1501.8,-0.702,69.15,29.81
AGR_Nor_2019_01289,North_Zone,Punjab_Central,2019,Rabi,Maize,17.11,29.51,150.18,30.4,15.84,5.56,0.829,153.1,15.2,175.3,3251.57,1597.2,-0.741,67.79,61.8
AGR_Nor_2022_01290,North_Zone,Haryana_East,2022,Kharif,Rice,21.17,29.91,626.9,58.33,13.33,7.48,0.857,187.0,26.0,152.4,5255.69,1864.8,0.833,73.39,48.85
AGR_Nor_2022_01291,North_Zone,Haryana_East,2022,Kharif,Pulses,19.2,26.44,807.47,76.07,10.83,6.84,0.932,154.0,23.9,110.0,2162.49,1538.4,1.437,71.14,42.09
AGR_Nor_2020_01292,North_Zone,Haryana_East,2020,Kharif,Wheat,19.07,27.97,377.75,59.03,12.36,6.07,0.432,158.5,24.6,156.2,4015.62,1622.4,-0.001,70.66,55.9
AGR_Nor_2019_01293,North_Zone,Haryana_East,2019,Kharif,Pulses,20.69,31.07,884.95,81.49,11.59,6.79,0.788,202.5,16.9,302.2,2339.17,1905.6,1.696,76.54,76.82
AGR_Nor_2023_01294,North_Zone,Punjab_Central,2023,Rabi,Pulses,16.84,26.03,75.52,36.62,15.72,6.28,0.674,208.3,29.8,259.4,1533.48,1372.2,-0.987,66.16,79.22
AGR_Nor_2020_01295,North_Zone,UP_Western,2020,Rabi,Maize,15.13,22.36,89.47,53.0,13.97,7.29,0.601,145.6,14.6,261.8,2882.24,1049.4,-0.941,63.75,57.89
AGR_Nor_2021_01296,North_Zone,Punjab_Central,2021,Kharif,Rice,21.92,29.86,750.16,71.8,13.61,6.16,0.865,193.9,25.7,195.2,5184.35,1906.8,1.238,75.43,67.34
AGR_Nor_2022_01297,North_Zone,Haryana_East,2022,Kharif,Rice,21.39,30.13,724.7,71.62,12.04,6.64,0.882,155.5,24.9,188.0,5119.39,1891.2,1.16,75.22,55.48
AGR_Nor_2021_01298,North_Zone,Rajasthan_North,2021,Rabi,Cotton,19.91,32.19,105.21,33.79,12.69,6.24,0.731,179.5,20.4,191.1,2057.75,1926.0,-0.938,71.21,62.66
AGR_Nor_2019_01299,North_Zone,Rajasthan_North,2019,Rabi,Soybean,18.35,30.43,71.02,52.74,11.6,6.33,0.622,244.5,22.0,264.1,2498.0,1726.8,-1.05,71.23,83.82
AGR_Nor_2020_01300,North_Zone,Rajasthan_North,2020,Kharif,Wheat,20.36,27.78,545.75,66.03,12.42,7.08,0.403,203.9,26.7,208.6,4392.47,1688.4,0.506,72.11,62.03
AGR_Nor_2022_01301,North_Zone,UP_Western,2022,Rabi,Cotton,17.97,29.05,128.64,57.19,11.28,6.68,0.779,121.0,17.5,215.9,2169.66,1621.2,-0.817,70.48,53.05
AGR_Nor_2020_01302,North_Zone,Haryana_East,2020,Zaid,Rice,22.87,34.49,54.04,53.26,12.44,6.76,0.39,242.9,16.8,217.1,4363.42,2241.6,-1.084,77.0,70.53
AGR_Nor_2018_01303,North_Zone,Haryana_East,2018,Kharif,Rice,21.51,28.77,913.74,79.61,10.0,6.47,0.534,139.0,26.1,207.6,4611.51,1816.8,1.792,75.14,57.6
AGR_Nor_2020_01304,North_Zone,UP_Western,2020,Zaid,Maize,25.41,34.95,93.64,56.85,14.48,6.37,0.462,191.9,27.9,154.6,3386.82,2421.6,-0.928,79.57,58.78
AGR_Nor_2022_01305,North_Zone,Haryana_East,2022,Zaid,Cotton,23.55,33.14,53.08,53.72,12.75,6.66,0.371,212.8,30.5,126.2,2218.53,2201.4,-1.087,76.62,55.48
AGR_Nor_2019_01306,North_Zone,Rajasthan_North,2019,Kharif,Rice,19.38,30.8,952.0,88.82,10.63,7.44,0.245,217.3,21.1,194.7,4937.1,1810.8,1.838,76.06,58.21
AGR_Nor_2020_01307,North_Zone,UP_Western,2020,Kharif,Cotton,21.22,29.38,754.21,87.33,13.9,6.59,0.758,244.9,13.3,291.0,3169.78,1836.0,1.166,76.25,83.34
AGR_Nor_2021_01308,North_Zone,Rajasthan_North,2021,Kharif,Wheat,22.44,29.6,636.76,72.13499999999999,10.54,6.11,0.419,132.1,21.7,280.8,4087.1,1922.4,0.805,75.67,71.13
AGR_Nor_2022_01309,North_Zone,Haryana_East,2022,Zaid,Cotton,21.93,34.125,64.34,38.67,14.87,6.43,0.641,209.7,16.3,214.1,1969.48,2163.3,-1.05,74.13,68.44
AGR_Nor_2020_01310,North_Zone,Haryana_East,2020,Zaid,Cotton,22.53,33.46,86.37,60.88,11.96,6.41,0.771,200.5,23.4,198.6,2251.89,2159.4,-0.976,77.13,65.91
AGR_Nor_2019_01311,North_Zone,UP_Western,2019,Rabi,Pulses,18.77,31.13,80.08,54.65,15.21,7.13,0.762,185.3,17.5,191.8,1579.24,1794.0,-0.971,72.18,55.34
AGR_Nor_2018_01312,North_Zone,Haryana_East,2018,Kharif,Cotton,18.79,27.9,590.03,67.02,10.0,6.71,0.799,112.7,21.9,205.2,2755.17,1601.4,0.709,71.14,50.64
AGR_Nor_2019_01313,North_Zone,Punjab_Central,2019,Kharif,Rice,20.22,30.23,514.1,76.05,10.0,6.16,0.308,187.2,23.1,296.2,4843.93,1827.0,0.46,74.89,82.22
AGR_Nor_2023_01314,North_Zone,Haryana_East,2023,Kharif,Maize,21.01,30.16,441.34,61.64,10.0,6.45,0.46,206.9,24.7,212.4,3968.35,1870.2,0.212,73.82,68.84
AGR_Nor_2021_01315,North_Zone,UP_Western,2021,Kharif,Rice,20.23,28.17,513.47,60.85,13.29,7.03,0.411,199.8,32.8,180.3,4736.39,1704.0,0.403,71.78,58.73
AGR_Nor_2022_01316,North_Zone,Punjab_Central,2022,Kharif,Maize,21.22,34.0,927.99,85.36,10.0,5.71,0.764,269.8,25.0,251.2,4840.61,2113.2,1.825,79.85,95.62
AGR_Nor_2018_01317,North_Zone,Rajasthan_North,2018,Kharif,Wheat,20.67,32.67,652.7,76.04,12.16,6.35,0.856,171.6,9.7,192.5,4863.75,2000.4,0.857,77.14,58.87
AGR_Nor_2023_01318,North_Zone,UP_Western,2023,Kharif,Rice,19.9,33.52,555.17,70.4,10.36,7.65,0.851,161.3,30.5,138.9,5097.15,2005.2,0.535,76.5,43.23
AGR_Nor_2020_01319,North_Zone,UP_Western,2020,Zaid,Pulses,22.3,35.82,14.07,60.47,13.01,6.7,0.562,142.4,18.8,205.0,1235.3,2287.2,-1.18,78.57,54.66
AGR_Nor_2022_01320,North_Zone,Punjab_Central,2022,Kharif,Wheat,22.8,35.08,832.72,76.75,10.0,6.95,0.63,160.1,22.8,178.2,4575.81,2272.8,1.511,80.79,51.96
AGR_Nor_2023_01321,North_Zone,Punjab_Central,2023,Kharif,Soybean,19.7,30.53,933.81,71.04,10.0,6.68,1.036,196.1,32.2,198.6,3605.38,1813.8,1.844,74.17,63.91
AGR_Nor_2019_01322,North_Zone,Rajasthan_North,2019,Kharif,Soybean,21.17,29.15,804.15,91.85,10.0,7.38,0.758,167.5,20.9,276.2,3250.52,1819.2,1.353,76.5,62.95
AGR_Nor_2018_01323,North_Zone,Punjab_Central,2018,Kharif,Soybean,22.22,32.76,1045.87,95.0,10.0,7.22,0.616,197.7,23.2,257.3,3225.85,2098.8,2.214,80.92,66.23
AGR_Nor_2020_01324,North_Zone,Punjab_Central,2020,Kharif,Wheat,18.75,32.1,641.14,61.45,13.84,6.55,0.472,219.3,24.5,166.9,4604.43,1851.0,0.879,73.58,62.7
AGR_Nor_2023_01325,North_Zone,Haryana_East,2023,Kharif,Wheat,20.82,31.0,444.06,86.5,10.59,6.87,0.665,185.1,28.0,181.5,4657.8,1909.2,0.221,77.17,57.44
AGR_Nor_2020_01326,North_Zone,Punjab_Central,2020,Kharif,Wheat,20.2,32.65,718.52,88.6,10.0,7.44,0.713,135.7,22.4,150.6,4384.3,1971.0,1.134,78.28,41.49
AGR_Nor_2021_01327,North_Zone,Punjab_Central,2021,Rabi,Pulses,16.02,28.49,134.64,55.22,10.91,7.06,0.558,212.6,21.3,171.3,1160.52,1470.6,-0.792,68.6,57.39
AGR_Nor_2020_01328,North_Zone,Rajasthan_North,2020,Kharif,Pulses,20.07,29.32,769.28,77.21,10.0,6.25,0.461,205.4,19.7,154.7,2131.74,1763.4,1.239,74.18,60.77
AGR_Nor_2020_01329,North_Zone,Rajasthan_North,2020,Kharif,Soybean,19.06,29.68,890.77,72.13499999999999,10.0,6.55,0.59,166.1,17.1,237.7,2974.98,1724.4,1.637,73.16,64.26
AGR_Nor_2021_01330,North_Zone,UP_Western,2021,Kharif,Pulses,21.42,35.42,452.08,62.8,10.0,6.49,0.643,158.5,19.1,214.3,2163.12,2210.4,0.208,78.0,60.39
AGR_Nor_2018_01331,North_Zone,UP_Western,2018,Kharif,Wheat,21.52,34.98,801.83,86.72,10.16,5.85,1.023,110.5,23.9,243.1,4731.64,2190.0,1.317,81.1,64.53
AGR_Nor_2018_01332,North_Zone,Punjab_Central,2018,Rabi,Pulses,17.27,30.41,99.41,54.35,10.95,6.23,0.774,217.5,28.2,245.6,1533.39,1660.8,-0.909,70.66,78.86
AGR_Nor_2023_01333,North_Zone,Punjab_Central,2023,Rabi,Soybean,17.35,26.54,154.04,54.56,15.46,7.56,0.414,180.0,10.8,192.6,2260.54,1433.4,-0.728,68.13,50.71
AGR_Nor_2023_01334,North_Zone,Punjab_Central,2023,Rabi,Wheat,15.96,25.52,101.71,42.21,11.6,7.55,0.677,146.6,16.8,165.1,3160.35,1288.8,-0.901,65.71,43.51
AGR_Nor_2018_01335,North_Zone,Haryana_East,2018,Kharif,Rice,21.01,27.17,960.61,89.0,10.0,7.67,0.738,203.1,12.3,197.2,5007.16,1690.8,1.949,74.39,53.79
AGR_Nor_2019_01336,North_Zone,Punjab_Central,2019,Kharif,Pulses,22.32,33.82,737.75,70.79,10.79,6.29,0.642,149.9,18.5,254.3,2258.67,2168.4,1.197,78.6,67.2
AGR_Nor_2022_01337,North_Zone,Punjab_Central,2022,Zaid,Wheat,22.79,31.6,70.15,53.48,14.28,7.29,0.267,184.0,19.1,277.4,3456.32,2063.4,-1.005,75.05,65.91
AGR_Nor_2021_01338,North_Zone,Punjab_Central,2021,Rabi,Wheat,15.59,24.78,126.505,74.73,10.0,7.34,0.514,164.7,21.3,235.8,3623.69,1222.2,-0.819,66.95,57.47
AGR_Nor_2019_01339,North_Zone,Haryana_East,2019,Rabi,Rice,17.59,28.23,157.98,40.02,17.39,6.63,0.703,168.6,17.8,231.8,4461.58,1549.2,-0.736,68.17,63.08
AGR_Nor_2018_01340,North_Zone,UP_Western,2018,Kharif,Pulses,21.98,33.85,658.86,72.05,11.64,7.48,0.895,170.3,15.2,236.3,2396.82,2149.8,0.864,78.54,56.39
AGR_Nor_2022_01341,North_Zone,Punjab_Central,2022,Rabi,Maize,16.84,28.22,118.31,56.18,15.23,7.6,0.665,262.2,25.7,256.9,3645.78,1503.6,-0.846,69.05,71.68
AGR_Nor_2021_01342,North_Zone,UP_Western,2021,Kharif,Wheat,20.49,29.86,589.39,68.88,10.01,7.17,0.625,230.1,30.7,167.0,4747.12,1821.0,0.644,74.03,59.67
AGR_Nor_2018_01343,North_Zone,Rajasthan_North,2018,Kharif,Pulses,21.64,31.494999999999997,372.76,48.62,14.98,7.65,0.688,90.0,28.7,190.4,1976.05,1988.1,-0.061,73.62,40.41
AGR_Nor_2021_01344,North_Zone,Haryana_East,2021,Kharif,Cotton,22.06,31.28,960.67,84.23,10.0,7.3,0.595,255.3,30.5,220.0,3107.84,2000.4,1.949,78.16,69.29
AGR_Nor_2019_01345,North_Zone,Haryana_East,2019,Kharif,Soybean,23.72,30.98,652.005,73.23,10.0,6.58,0.789,184.6,11.8,155.4,3600.41,2082.0,0.917,77.84,53.47
AGR_Nor_2022_01346,North_Zone,UP_Western,2022,Rabi,Soybean,17.01,28.56,170.95,48.55,13.38,6.4,0.345,194.4,22.0,254.7,2514.12,1534.2,-0.683,68.75,73.61
AGR_Nor_2020_01347,North_Zone,Haryana_East,2020,Rabi,Soybean,15.82,28.71,132.56,53.43,13.62,7.27,0.415,244.2,25.0,233.4,2133.87,1471.8,-0.822,68.47,69.13
AGR_Nor_2021_01348,North_Zone,Rajasthan_North,2021,Rabi,Maize,19.55,29.14,104.88,75.63,10.26,7.64,0.546,192.2,18.3,255.7,3170.97,1721.4,-0.939,73.47,61.02
AGR_Nor_2021_01349,North_Zone,Haryana_East,2021,Rabi,Wheat,17.29,26.9,137.17,68.02,10.0,6.4,0.536,156.7,13.4,208.6,3414.99,1451.4,-0.806,69.38,59.17
AGR_Nor_2018_01350,North_Zone,Haryana_East,2018,Rabi,Wheat,16.26,25.4,168.32,44.93,11.07,8.0,0.407,178.5,22.3,202.0,3406.71,1299.6,-0.702,66.0,50.35
AGR_Nor_2023_01351,North_Zone,Haryana_East,2023,Rabi,Cotton,16.54,26.15,82.5,39.2,13.32,6.82,0.386,174.0,26.1,165.1,1618.15,1361.4,-0.989,66.24,53.55
AGR_Nor_2022_01352,North_Zone,Haryana_East,2022,Rabi,Rice,15.83,24.17,92.97,68.56,13.39,7.07,0.481,150.5,16.2,196.3,3697.69,1200.0,-0.954,66.31,51.34
AGR_Nor_2023_01353,North_Zone,UP_Western,2023,Rabi,Soybean,20.46,30.28,151.56,63.93,10.4,6.7,0.543,140.6,18.8,245.3,2226.15,1844.4,-0.744,73.77,60.4
AGR_Nor_2023_01354,North_Zone,Punjab_Central,2023,Kharif,Wheat,23.41,33.47,689.71,71.28999999999999,10.19,7.43,0.572,152.6,30.0,208.3,4756.72,2212.8,1.039,79.23,52.61
AGR_Nor_2023_01355,North_Zone,UP_Western,2023,Kharif,Cotton,24.36,34.24,623.21,59.01,10.79,7.25,0.785,130.9,15.4,222.5,3354.79,2316.0,0.751,78.69,50.87
AGR_Nor_2022_01356,North_Zone,Punjab_Central,2022,Rabi,Wheat,16.84,28.98,126.505,51.88,16.54,6.02,0.551,211.6,17.3,207.7,3839.41,1549.2,-0.819,69.19,72.52
AGR_Nor_2022_01357,North_Zone,Rajasthan_North,2022,Rabi,Maize,17.1,25.39,164.34,48.75,14.22,6.46,0.348,140.4,15.0,186.2,2747.7,1349.4,-0.744,66.78,52.88
AGR_Nor_2018_01358,North_Zone,UP_Western,2018,Kharif,Cotton,21.82,34.78,919.36,71.05,10.0,6.51,0.469,216.3,21.1,218.0,3090.74,2196.0,1.689,78.99,69.95
AGR_Nor_2022_01359,North_Zone,UP_Western,2022,Zaid,Pulses,21.47,35.23,66.24,30.0,15.28,6.63,0.393,161.1,20.4,183.8,1372.63,2202.0,-1.015,73.3,55.1
AGR_Nor_2018_01360,North_Zone,Punjab_Central,2018,Rabi,Cotton,17.29,29.15,140.09,44.71,13.92,7.03,0.528,196.3,29.4,191.0,2110.45,1586.4,-0.774,68.96,59.27
AGR_Nor_2023_01361,North_Zone,Rajasthan_North,2023,Kharif,Rice,18.0,31.93,433.34,65.76,12.04,7.72,0.495,166.4,14.3,189.9,4612.97,1795.8,0.138,73.39,48.01
AGR_Nor_2019_01362,North_Zone,Haryana_East,2019,Kharif,Pulses,22.29,32.47,710.36,67.38,12.14,6.78,0.594,197.9,10.8,264.2,1999.58,2085.6,1.112,77.12,69.75
AGR_Nor_2019_01363,North_Zone,Haryana_East,2019,Rabi,Pulses,17.3,29.86,128.22,60.92,13.63,5.82,0.637,226.0,34.5,232.8,1199.32,1629.6,-0.836,70.92,84.76
AGR_Nor_2018_01364,North_Zone,UP_Western,2018,Kharif,Soybean,23.38,33.14,805.95,67.62,13.11,6.51,0.599,190.3,9.4,144.2,3283.44,2191.2,1.33,78.45,52.83
AGR_Nor_2023_01365,North_Zone,UP_Western,2023,Zaid,Wheat,23.86,37.79,71.49,66.3,11.43,6.46,1.098,137.4,39.5,283.3,3895.49,2499.0,-0.998,82.02,71.24
AGR_Nor_2019_01366,North_Zone,UP_Western,2019,Kharif,Maize,21.2,30.87,746.23,68.26,13.15,6.91,0.367,223.8,23.5,270.1,4055.34,1924.2,1.141,75.24,74.88
AGR_Nor_2021_01367,North_Zone,Punjab_Central,2021,Zaid,Maize,22.33,35.03,76.51,42.79,12.71,6.6,0.534,220.1,8.0,200.4,3632.56,2241.6,-0.984,75.5,64.92
AGR_Nor_2022_01368,North_Zone,Punjab_Central,2022,Kharif,Cotton,21.46,30.82,686.35,71.28999999999999,10.0,6.62,0.201,152.8,15.2,240.8,2564.86,1936.8,1.028,75.75,61.75
AGR_Nor_2020_01369,North_Zone,Punjab_Central,2020,Kharif,Cotton,20.57,28.85,817.74,71.28999999999999,10.1,7.69,0.2,196.9,20.3,269.3,2629.38,1765.2,1.461,73.59,63.26
AGR_Nor_2019_01370,North_Zone,UP_Western,2019,Rabi,Maize,15.15,23.95,126.69,50.22,12.98,7.88,0.463,267.5,24.7,165.0,3289.61,1146.0,-0.823,64.68,58.02
AGR_Nor_2020_01371,North_Zone,Rajasthan_North,2020,Rabi,Soybean,16.69,24.31,109.82,39.77,15.77,6.11,0.709,169.4,23.3,188.6,2198.2,1260.0,-0.923,65.27,62.41
AGR_Nor_2019_01372,North_Zone,Punjab_Central,2019,Kharif,Maize,20.99,26.14,875.5,56.23,13.79,6.51,0.652,142.8,34.1,146.1,3682.53,1627.8,1.652,70.46,49.62
AGR_Nor_2021_01373,North_Zone,UP_Western,2021,Rabi,Wheat,17.34,29.11,125.22,45.95,17.09,7.09,0.74,205.1,12.6,204.8,3989.55,1587.0,-0.828,69.08,59.59
AGR_Nor_2022_01374,North_Zone,Haryana_East,2022,Kharif,Rice,19.15,30.44,578.71,65.49,10.94,5.69,0.288,199.1,18.4,192.3,4746.4,1775.4,0.671,73.11,72.02
AGR_Nor_2022_01375,North_Zone,Haryana_East,2022,Rabi,Maize,17.64,31.1,156.19,75.36,10.94,7.12,0.666,145.0,17.4,161.2,3159.27,1724.4,-0.742,73.48,45.45
AGR_Nor_2020_01376,North_Zone,Haryana_East,2020,Zaid,Cotton,22.38,34.85,38.56,54.29,17.42,6.29,0.635,188.6,21.9,211.8,2026.49,2233.8,-1.136,77.06,67.14
